N,drug_name,event_name,drug_id,event_id,comment
-1,Capecitabine: capecitabine,Gastrointestinal infection: Infection of gastrointestinal tract (disorder),1337620,715852004,
-1,Clindamycin: Clindamycin,Papule: Papule of skin (finding),997881,445328000,
-1,Anagrelide: anagrelide,Exposure during pregnancy: Maternal drug exposure (disorder),1381253,95606005,
-1,Nebivolol: nebivolol,Asthma: Acute exacerbation of asthma (disorder)|Exacerbation of asthma (disorder)|Asthmatic bronchitis (disorder)|Asthma (disorder)|Allergic asthma (disorder)|Immunoglobulin E-mediated allergic asthma (disorder)|Pulmonary eosinophilia (disorder),1314577,708038006|281239006|405944004|195967001|389145006|424643009|367542003,
-1,Yellow fever vaccine: Yellow Fever Vaccine,Presyncope: Vasovagal syncope (disorder)|Near syncope (disorder),559532,398665005|427461000,
-1,Bendamustine: bendamustine,Skin exfoliation: Scaly skin (finding)|Peeling of skin (finding),19015523,271761007|271767006,
-1,Everolimus: everolimus,Oliguria: Oliguria (finding),19011440,83128009,
-1,Desloratadine: desloratadine,Rash papular: Papular eruption (disorder),1103006,271757001,
-1,Midazolam: Midazolam,Epilepsy: Epilepsy (disorder)|Refractory epilepsy (disorder)|Symptomatic generalized epilepsy (disorder)|Epileptic seizure (finding),708298,84757009|445355009|71831005|313307000,
-1,Terbinafine: terbinafine,Paraesthesia oral: Paresthesia of tongue (disorder)|Oral paresthesia (disorder),1741309,95527007|95524000,
-1,Ambroxol: Ambroxol,Dermatitis allergic: Atopic dermatitis (disorder)|Cutaneous hypersensitivity (disorder),19088167,24079001|21626009,
-1,Ephedrine: Ephedrine,Anaphylactic reaction: Food anaphylaxis (disorder)|Anaphylaxis caused by venom (disorder)|Exercise anaphylaxis (disorder)|Anaphylaxis (disorder)|Drug-induced anaphylaxis (disorder),1143374,91941002|241930003|241952007|39579001|241937000,
-1,Dalteparin: Dalteparin,Rash pruritic: Pruritic rash (disorder),1301065,64144002,
-1,Bisoprolol: Bisoprolol,Eye pruritus: Itching of eye (finding),1338005,74776002,
-1,Nitrofurantoin: Nitrofurantoin,Paraesthesia oral: Paresthesia of tongue (disorder)|Oral paresthesia (disorder),920293,95527007|95524000,
-1,Cefixime: Cefixime,Tongue oedema: Edema of the tongue (disorder),1796435,81950002,
-1,Albendazole: Albendazole,Rash macular: Macular eruption (disorder),1753745,271756005,
-1,Everolimus: everolimus,Diabetes mellitus inadequate control: Type II diabetes mellitus uncontrolled (finding)|Diabetic - poor control (finding),19011440,443694000|268519009,
-1,Lidocaine: Lidocaine,Epilepsy: Epilepsy (disorder)|Refractory epilepsy (disorder)|Symptomatic generalized epilepsy (disorder)|Epileptic seizure (finding),989878,84757009|445355009|71831005|313307000,
-1,Topiramate: topiramate,Peripheral coldness: Cold extremity (finding),742267,771542000,
-1,Zuclopenthixol: Zuclopenthixol,Loss of consciousness: Loss of consciousness (finding)|Syncope (disorder)|Unconscious (finding),19010886,419045004|271594007|418107008,
-1,Perampanel: perampanel,Tremor: Tremor (finding)|Trembles (finding),42904177,26079004|267079009,
-1,Cetirizine: Cetirizine,Head discomfort: Headache (finding),1149196,25064002,
-1,Epirubicin: Epirubicin,Colitis: Proctocolitis (disorder)|Colitis (disorder)|Sigmoiditis (disorder),1344354,418130002|64226004|235765004,
-1,Methylprednisolone: Methylprednisolone,Gastroenteritis: Gastroenteritis (disorder)|Acute gastroenteritis (disorder),1506270,25374005|69776003,
-1,Acetazolamide: Acetazolamide,Vertigo: Vertigo (finding)|Peripheral vertigo (disorder),929435,399153001|50438001,
-1,Pantoprazole: pantoprazole,Renal pain: Renal pain (finding),948078,274279008,
-1,Iron: Iron,Choking sensation: Choking sensation (finding),1360067,373909009,
-1,Etoricoxib: etoricoxib,Pharyngeal oedema: Edema of pharynx (disorder),19011355,2129002,
-1,Bendamustine: bendamustine,Upper respiratory tract infection: Acute upper respiratory infection (disorder)|Upper respiratory infection (disorder),19015523,54398005|54150009,
-1,Gemcitabine: gemcitabine,Dysaesthesia: Dysesthesia (finding),1314924,279079003,
-1,Linagliptin: Linagliptin,Jaundice: Jaundice (finding),40239216,18165001,
-1,Folic acid: Folic Acid,Lip swelling: Lip swelling (finding),19111620,699376002,
-1,Pramipexole: Pramipexole,Erectile dysfunction: Erectile dysfunction (disorder),720810,860914002,
-1,Carboplatin: Carboplatin,Skin necrosis: Skin necrosis (disorder),1344905,95347000,
-1,Mycophenolic acid: Mycophenolic Acid,Diabetes mellitus inadequate control: Type II diabetes mellitus uncontrolled (finding)|Diabetic - poor control (finding),19012565,443694000|268519009,
-1,Etoricoxib: etoricoxib,Rash pustular: Pustular rash (morphologic abnormality),19011355,48055004,
-1,Gliclazide: Gliclazide,Lip swelling: Lip swelling (finding),19059796,699376002,
-1,Mirtazapine: Mirtazapine,Sensory disturbance: Abnormal sensation (finding)|Sensory disorder (disorder),725131,247322000|85972008,
-1,Melatonin: Melatonin|MELATONIN RAPID RELEASE GELCAPS 10 MG - melatonin rapid release gelcaps tablet,Decreased appetite: Decrease in appetite (finding)|Loss of appetite (finding),1301152|1301152,64379006|79890006,
-1,Indacaterol: indacaterol,Infection: Infectious disease (disorder),40240664,40733004,
-1,Sotalol: Sotalol,Tinnitus: Tinnitus (finding),1370109,60862001,
-1,Ticagrelor: Ticagrelor,Presyncope: Vasovagal syncope (disorder)|Near syncope (disorder),40241186,398665005|427461000,
-1,Bupivacaine: Bupivacaine,Nervous system disorder: Disorder of nervous system (disorder)|Disorder of the central nervous system (disorder),732893,118940003|23853001,
-1,Bisoprolol: Bisoprolol,Lacrimation increased: Watery eye (finding),1338005,420103007,
-1,Escitalopram: Escitalopram,Gingival bleeding: Bleeding gums (finding),715939,86276007,
-1,Risperidone: Risperidone,Tension: Tension (finding),735979,53489000,
-1,Melatonin: Melatonin|MELATONIN RAPID RELEASE GELCAPS 10 MG - melatonin rapid release gelcaps tablet,Abdominal discomfort: Upset stomach (finding)|Stomach ache (finding)|Abdominal discomfort (finding)|Gastrointestinal irritation (finding),1301152|1301152,162059005|271681002|43364001|95516005,
-1,Carbamazepine: Carbamazepine,Oral disorder: Oral lesion (finding),740275,1071000119107,
-1,Lymecycline: Lymecycline,Arthralgia: Shoulder pain (finding)|Joint pain (finding)|Pain in wrist (finding)|Hip pain (finding)|Pain of joint of knee (finding)|Multiple joint pain (finding)|Ankle pain (finding)|Pain in elbow (finding),19092353,45326000|57676002|56608008|49218002|1003721002|35678005|247373008|74323005,
-1,Clarithromycin: Clarithromycin,Oral mucosal blistering: Traumatic blister of mouth (disorder),1750500,283121001,
-1,Cabazitaxel: cabazitaxel,Dysgeusia: Taste sense altered (finding)|Metallic taste (finding),40222431,271801002|11193009,
-1,Imiquimod: imiquimod,Psoriasis: Psoriasis vulgaris (disorder)|Psoriasis of scalp (disorder)|Psoriasis (disorder)|Psoriasis of anogenital region (disorder)|Plaque psoriasis (disorder),981691,200975007|238608008|9014002|721538000|200965009,
-1,Miconazole: Miconazole,Application site erythema: Application site erythema (disorder),907879,863892004,
-1,Ambroxol: Ambroxol,Swollen tongue: Tongue swelling (finding),19088167,421262002,
-1,Fingolimod: fingolimod,Otitis media: Otitis media (disorder),40226579,65363002,
-1,Nitrofurantoin: Nitrofurantoin,"Thirst: Thirst, function (observable entity)|Excessive thirst (finding)|Increased thirst (finding)",920293,59299002|17173007|249477003,
-1,Benzoyl peroxide: Benzoyl Peroxide,Feeling hot: Sensation of being warm (finding)|Feels hot (finding),918172,724232004|373932008,
-1,Aprepitant: aprepitant,Abdominal pain: Chronic abdominal pain (finding)|Abdominal colic (finding)|Stomach cramps (finding)|Abdominal pain (finding),936748,111985007|9991008|51197009|21522001,
-1,Ampicillin: Ampicillin,Rash vesicular: Vesicular eruption (disorder),1717327,79893008,
-1,Iron: Iron,Peripheral coldness: Cold extremity (finding),1360067,771542000,
-1,Escitalopram: Escitalopram,Salivary hypersecretion: Excessive salivation (disorder),715939,53827007,
-1,Fluconazole: Fluconazole,Petechiae: Petechiae (finding)|Petechiae of skin (disorder),1754994,271813007|423716004,
-1,Epirubicin: Epirubicin,Amenorrhoea: Amenorrhea (finding),1344354,14302001,
-1,Letrozole: letrozole,Feeling cold: Sensation of being cold (finding),1315946,724233009,
-1,Gliclazide: Gliclazide,Rash pruritic: Pruritic rash (disorder),19059796,64144002,
-1,Prednisone: Prednisone,Hemiplegia: Hemiplegia (disorder),1551099,50582007,
-1,Fingolimod: fingolimod,Vaginal infection: Infective vaginitis (disorder)|Vaginitis (disorder),40226579,237091009|30800001,
-1,Metronidazole: Metronidazole,Lip oedema: Lip swelling (finding),1707164,699376002,
-1,Fluconazole: Fluconazole,Rash vesicular: Vesicular eruption (disorder),1754994,79893008,
-1,Oxazepam: Oxazepam,Sleep disorder: Dyssomnia (disorder)|Sleep disorder (disorder),724816,44186003|39898005,
-1,Azathioprine: Azathioprine,Productive cough: Does expectorate (finding)|Sputum - symptom (finding)|Sputum finding (finding)|Productive cough (finding),19014878,289119003|248596009|248595008|28743005,
-1,Mercaptopurine: mercaptopurine,Influenza: Influenza (disorder)|Influenza caused by Influenza A virus (disorder)|Influenza caused by Influenza B virus (disorder)|Influenza-like illness (finding),1436650,6142004|442438000|24662006|95891005,
-1,Irinotecan: irinotecan,Haemorrhoids: Internal hemorrhoids (disorder)|Hemorrhoids (disorder),1367268,90458007|70153002,
-1,Paroxetine: Paroxetine,Hyperthermia: Body temperature above reference range (finding),722031,50177009,
-1,Eplerenone: eplerenone,Asthenia: Asthenia (finding)|Lack of energy (finding)|Frailty (finding),1309799,13791008|248274002|248279007,
-1,Azacitidine: Azacitidine,Bronchitis: Infectious disorder of bronchus (disorder)|Bronchitis (disorder)|Acute bronchitis (disorder)|Acute exacerbation of chronic bronchitis (disorder),1314865,233795005|32398004|10509002|425748003,
-1,Cycloserine: Cycloserine,Visual impairment: Seeing spots in front of eyes (finding)|Visual disturbance (disorder)|Sight deteriorating (finding)|Abnormal vision (finding)|Visual impairment (disorder),1710446,418008001|63102001|225581002|7973008|397540003,
-1,Epirubicin: Epirubicin,Lacrimation increased: Watery eye (finding),1344354,420103007,
-1,Prednisone: Prednisone,Otitis media: Otitis media (disorder),1551099,65363002,
-1,Propranolol: Propranolol,Dry eye: Tear film insufficiency (disorder)|Dry eyes (finding),1353766,46152009|162290004,
-1,Amoxicillin: Amoxicillin,Mouth swelling: Edema of oral soft tissues (disorder),1713332,9067002,
-1,Epirubicin: Epirubicin,Cystitis: Cystitis (disorder)|Acute cystitis (disorder),1344354,38822007|68226007,
-1,Betahistine: BETAHISTINE,Balance disorder: Loss of equilibrium (finding)|Impairment of balance (finding)|Unsteadiness present (finding)|Difficulty balancing (finding),19020124,89419008|387603000|267084003|282302006,
-1,Fluorouracil: Fluorouracil,Skin infection: Infection of skin and/or subcutaneous tissue (disorder),955632,19824006,
-1,Capreomycin: Capreomycin,Pruritus: Itching (finding)|Scalp itchy (finding)|Generalized pruritus (finding)|Itching of skin (finding),19026710,418290006|275921007|276444007|418363000,
-1,Zinc: Zinc,Dyspepsia: Heartburn (finding)|Indigestion (finding)|Abnormal digestive tract function (finding),19010696,16331000|162031009|61578001,
-1,Escitalopram: Escitalopram,Peripheral coldness: Cold extremity (finding),715939,771542000,
-1,Pantoprazole: pantoprazole,Epigastric discomfort: Epigastric discomfort (finding),948078,119416008,
-1,Aprepitant: aprepitant,Paraesthesia: Electric shock type pain (finding)|Pins and needles (finding)|Paresthesia of hand (finding)|Paresthesia (finding),936748,723316007|62507009|309086004|91019004,
-1,Azithromycin: Azithromycin,Renal pain: Renal pain (finding),1734104,274279008,
-1,Hydrocortisone: Hydrocortisone,Eyelid oedema: Edema of eyelid (disorder),975125,89091004,
-1,Clarithromycin: Clarithromycin,Infusion site pain: Injection site pain (disorder),1750500,95388000,
-1,Allopurinol: Allopurinol,Oral pain: Sore mouth (finding)|Painful mouth (finding),1167322,162011005|102616008,
-1,Doxycycline: Doxycycline,Skin irritation: Skin irritation (finding),1738521,367466007,
-1,Mycophenolic acid: Mycophenolic Acid,Otitis media: Otitis media (disorder),19012565,65363002,
-1,Folic acid: Folic Acid,Anaphylactic reaction: Food anaphylaxis (disorder)|Anaphylaxis caused by venom (disorder)|Exercise anaphylaxis (disorder)|Anaphylaxis (disorder)|Drug-induced anaphylaxis (disorder),19111620,91941002|241930003|241952007|39579001|241937000,
-1,Gliclazide: Gliclazide,Skin exfoliation: Scaly skin (finding)|Peeling of skin (finding),19059796,271761007|271767006,
-1,Benzydamine: Benzydamine,Erythema: Erythema of skin (finding)|Face goes red (finding)|Erythema (finding),19019620,444827008|271811009|247441003,
-1,Tamoxifen: Tamoxifen,Ageusia: Loss of taste (finding),1436678,36955009,
-1,Etoricoxib: etoricoxib,Faeces discoloured: Dark stools (finding),19011355,35064005,
-1,Haloperidol: Haloperidol,Increased appetite: Increased appetite (finding),766529,72405004,
-1,Pregabalin: pregabalin,Dysaesthesia: Dysesthesia (finding),734354,279079003,
-1,Desogestrel: Desogestrel,Peripheral swelling: Swelling of lower limb (finding)|Swelling of upper limb (finding)|Swelling of hand (finding)|Swelling of bilateral feet (finding)|Swelling of finger (finding)|Swelling of limb (finding)|Peripheral edema (disorder),1588000,449614009|449618007|299037003|762917000|299060006|80068009|271809000,
-1,Loperamide: Loperamide,Blister: Blister of skin AND/OR mucosa (disorder)|Vesicle (morphologic abnormality),991876,417237009|82515000,
-1,Chloramphenicol: Chloramphenicol,Oropharyngeal pain: Pain in throat (finding),990069,162397003,
-1,Acetazolamide: Acetazolamide,Abdominal discomfort: Upset stomach (finding)|Stomach ache (finding)|Abdominal discomfort (finding)|Gastrointestinal irritation (finding),929435,162059005|271681002|43364001|95516005,
-1,Olanzapine: olanzapine,Listless: Indifference (finding),785788,20602000,
-1,Metronidazole: Metronidazole,Feeling of body temperature change: Sensation of hot and cold (finding),1707164,103002009,
-1,Iron: Iron,Ear discomfort: Sensation of blocked ear (finding),1360067,103281005,
-1,Aminosalicylic acid: aminosalicylic acid,Insomnia: Difficulty sleeping (finding)|Chronic insomnia (disorder)|Insomnia (disorder),1726228,301345002|724748004|193462001,
-1,Amlodipine: Amlodipine,Ear discomfort: Sensation of blocked ear (finding),1332418,103281005,
-1,Ivabradine: ivabradine,Muscle spasms: Cramp (finding)|Cramp of muscle of bilateral lower limbs (finding)|Cramp in lower leg associated with rest (finding)|Spasm (finding)|Cramp in lower limb (finding)|Spasm of back muscles (finding),46234437,55300003|15639921000119107|102549009|45352006|449917004|203095000,
-1,Zinc: Zinc,Rash maculo-papular: Maculopapular eruption (disorder),19010696,247471006,
-1,Agomelatine: Agomelatine,Feeling abnormal: Feeling abnormal (finding)|Muzzy headed (finding)|Feeling bad (finding)|Malaise (finding),36878783,788375006|248224004|225013001|367391008,
-1,Triptorelin: Triptorelin,Oedema peripheral: Edema of lower extremity (finding)|Edema of hand (finding)|Ankle edema (finding)|Peripheral edema (disorder)|Edema of foot (finding),1343039,102572006|102564009|26237000|271809000|102576009,
-1,Ramipril: Ramipril,Gingival bleeding: Bleeding gums (finding),1334456,86276007,
-1,Melphalan: Melphalan,Bronchitis: Infectious disorder of bronchus (disorder)|Bronchitis (disorder)|Acute bronchitis (disorder)|Acute exacerbation of chronic bronchitis (disorder),1301267,233795005|32398004|10509002|425748003,
-1,Repaglinide: repaglinide,Dyspepsia: Heartburn (finding)|Indigestion (finding)|Abnormal digestive tract function (finding),1516766,16331000|162031009|61578001,
-1,Ramipril: Ramipril,Eye pruritus: Itching of eye (finding),1334456,74776002,
-1,Bicalutamide: bicalutamide,Oedema: Edema (finding)|Pitting edema (finding),1344381,267038008|284521000,
-1,Ondansetron: Ondansetron,Disorientation: Disorientated (finding),1000560,62476001,
-1,Agomelatine: Agomelatine,Abdominal discomfort: Upset stomach (finding)|Stomach ache (finding)|Abdominal discomfort (finding)|Gastrointestinal irritation (finding),36878783,162059005|271681002|43364001|95516005,
-1,Nitrofurantoin: Nitrofurantoin,Ear pain: Otalgia (finding),920293,16001004,
-1,Desloratadine: desloratadine,Abdominal distension: Abdominal distension symptom (finding)|Abdominal bloating (finding)|Swollen abdomen (finding),1103006,162068007|116289008|60728008,
-1,Norfloxacin: Norfloxacin,Dermatitis: Inflammatory dermatosis (disorder),1721543,703938007,
-1,Agomelatine: Agomelatine,Visual impairment: Seeing spots in front of eyes (finding)|Visual disturbance (disorder)|Sight deteriorating (finding)|Abnormal vision (finding)|Visual impairment (disorder),36878783,418008001|63102001|225581002|7973008|397540003,
-1,Levocetirizine: levocetirizine,Swelling face: Facial swelling (finding),1136422,278528006,
-1,Levocetirizine: levocetirizine,Pharyngeal oedema: Edema of pharynx (disorder),1136422,2129002,
-1,Pyrazinamide: Pyrazinamide,Gastroenteritis: Gastroenteritis (disorder)|Acute gastroenteritis (disorder),1759455,25374005|69776003,
-1,Etoricoxib: etoricoxib,Restlessness: Restlessness (finding),19011355,162221009,
-1,Epirubicin: Epirubicin,Pharyngitis: Acute pharyngitis (disorder)|Pharyngitis (disorder)|Infective pharyngitis (disorder)|Acute laryngopharyngitis (disorder),1344354,363746003|405737000|312422001|55355000,
-1,Aminosalicylic acid: aminosalicylic acid,Abdominal discomfort: Upset stomach (finding)|Stomach ache (finding)|Abdominal discomfort (finding)|Gastrointestinal irritation (finding),1726228,162059005|271681002|43364001|95516005,
-1,Clindamycin: Clindamycin,Glossodynia: Glossodynia (disorder),997881,30731004,
-1,Enzalutamide: enzalutamide,Epilepsy: Epilepsy (disorder)|Refractory epilepsy (disorder)|Symptomatic generalized epilepsy (disorder)|Epileptic seizure (finding),42900250,84757009|445355009|71831005|313307000,
-1,Cetirizine: Cetirizine,Paraesthesia oral: Paresthesia of tongue (disorder)|Oral paresthesia (disorder),1149196,95527007|95524000,
-1,Enzalutamide: enzalutamide,"Hallucination, visual: Visual hallucinations (finding)",42900250,64269007,
-1,Irinotecan: irinotecan,Oral pain: Sore mouth (finding)|Painful mouth (finding),1367268,162011005|102616008,
-1,Lamivudine: Lamivudine,Pharyngitis: Acute pharyngitis (disorder)|Pharyngitis (disorder)|Infective pharyngitis (disorder)|Acute laryngopharyngitis (disorder),1704183,363746003|405737000|312422001|55355000,
-1,Doxycycline: Doxycycline,Head discomfort: Headache (finding),1738521,25064002,
-1,Azithromycin: Azithromycin,Gastroenteritis: Gastroenteritis (disorder)|Acute gastroenteritis (disorder),1734104,25374005|69776003,
-1,Terbinafine: terbinafine,Inflammation: Inflammatory morphology (morphologic abnormality)|Focal inflammation (morphologic abnormality),1741309,409774005|103625009,
-1,Folic acid: Folic Acid,Vertigo: Vertigo (finding)|Peripheral vertigo (disorder),19111620,399153001|50438001,
-1,Desloratadine: desloratadine,Rash pruritic: Pruritic rash (disorder),1103006,64144002,
-1,Nitrofurantoin: Nitrofurantoin,Skin burning sensation: Burning sensation of skin (finding),920293,762397008,
-1,Everolimus: everolimus,Glossitis: Glossitis (disorder),19011440,45534005,
-1,Letrozole: letrozole,Urinary incontinence: Urinary incontinence (finding),1315946,165232002,
-1,Mebeverine: mebeverine,Malaise: Generally unwell (finding)|Undifferentiated illness (finding)|Malaise (finding),19008994,213257006|248281009|367391008,
-1,Ribavirin: Ribavirin,Cachexia: Cachexia (finding),1762711,238108007,
-1,Posaconazole: posaconazole,Rash maculo-papular: Maculopapular eruption (disorder),1704139,247471006,
-1,Cabazitaxel: cabazitaxel,Weight decreased: Weight decreased (finding)|Weight loss (finding),40222431,262285001|89362005,
-1,Pantoprazole: pantoprazole,Paraesthesia oral: Paresthesia of tongue (disorder)|Oral paresthesia (disorder),948078,95527007|95524000,
-1,Iron: Iron,Eructation: Burping (finding),1360067,271834000,
-1,Doxycycline: Doxycycline,Skin lesion: Skin lesion (disorder),1738521,95324001,
-1,Etoricoxib: etoricoxib,Dermatitis: Inflammatory dermatosis (disorder),19011355,703938007,
-1,Oxazepam: Oxazepam,Tinnitus: Tinnitus (finding),724816,60862001,
-1,Dalteparin: Dalteparin,Peripheral swelling: Swelling of lower limb (finding)|Swelling of upper limb (finding)|Swelling of hand (finding)|Swelling of bilateral feet (finding)|Swelling of finger (finding)|Swelling of limb (finding)|Peripheral edema (disorder),1301065,449614009|449618007|299037003|762917000|299060006|80068009|271809000,
-1,Pantoprazole: pantoprazole,Dermatitis allergic: Atopic dermatitis (disorder)|Cutaneous hypersensitivity (disorder),948078,24079001|21626009,
-1,Folic acid: Folic Acid,Dehydration: Dehydration (disorder),19111620,34095006,
-1,Fingolimod: fingolimod,Varicella: Varicella (disorder),40226579,38907003,
-1,Teriflunomide: teriflunomide,Pharyngitis: Acute pharyngitis (disorder)|Pharyngitis (disorder)|Infective pharyngitis (disorder)|Acute laryngopharyngitis (disorder),42900584,363746003|405737000|312422001|55355000,
-1,Amikacin: Amikacin,Skin exfoliation: Scaly skin (finding)|Peeling of skin (finding),1790868,271761007|271767006,
-1,Melatonin: Melatonin|MELATONIN RAPID RELEASE GELCAPS 10 MG - melatonin rapid release gelcaps tablet,Malaise: Generally unwell (finding)|Undifferentiated illness (finding)|Malaise (finding),1301152|1301152,213257006|248281009|367391008,
-1,Mirtazapine: Mirtazapine,Limb discomfort: Pain in lower limb (finding)|Pain in upper limb (finding)|Pain in limb (finding)|Sensation of heaviness in limbs (finding),725131,10601006|102556003|90834002|373931001,
-1,Clarithromycin: Clarithromycin,Oral pain: Sore mouth (finding)|Painful mouth (finding),1750500,162011005|102616008,
-1,Midazolam: Midazolam,Wheezing: Wheezing (finding),708298,56018004,
-1,Nitrofurantoin: Nitrofurantoin,Abdominal pain lower: Lower abdominal pain (finding),920293,54586004,
-1,Ramipril: Ramipril,Retching: Retching (finding)|Gagging (finding),1334456,84480002|249488009,
-1,Miconazole: Miconazole,Lip swelling: Lip swelling (finding),907879,699376002,
-1,Mebeverine: mebeverine,Fatigue: Tired (finding)|Asthenia (finding)|Chronic fatigue syndrome (disorder)|Fatigue (finding)|Tired all the time (finding)|Exhaustion (finding),19008994,224960004|13791008|52702003|84229001|267032009|60119000,
-1,Etoricoxib: etoricoxib,Haematochezia: Hematochezia (finding),19011355,405729008,
-1,Escitalopram: Escitalopram,Petechiae: Petechiae (finding)|Petechiae of skin (disorder),715939,271813007|423716004,
-1,Melatonin: Melatonin|MELATONIN RAPID RELEASE GELCAPS 10 MG - melatonin rapid release gelcaps tablet,Chest pain: Acute chest pain (finding)|Retrosternal pain (finding)|Chest pain (finding),1301152|1301152,102587001|4568003|29857009,
-1,Acetylcysteine: Acetylcysteine,Blister: Blister of skin AND/OR mucosa (disorder)|Vesicle (morphologic abnormality),1139042,417237009|82515000,
-1,Clindamycin: Clindamycin,Frequent bowel movements: Frequent defecation (finding),997881,300381009,
-1,Lactulose: Lactulose,Muscle spasms: Cramp (finding)|Cramp of muscle of bilateral lower limbs (finding)|Cramp in lower leg associated with rest (finding)|Spasm (finding)|Cramp in lower limb (finding)|Spasm of back muscles (finding),987245,55300003|15639921000119107|102549009|45352006|449917004|203095000,
-1,Ampicillin: Ampicillin,Dermatitis allergic: Atopic dermatitis (disorder)|Cutaneous hypersensitivity (disorder),1717327,24079001|21626009,
-1,Midodrine: Midodrine,Vomiting: Bilious vomiting (disorder)|Chemotherapy-induced nausea and vomiting (disorder)|Persistent vomiting (disorder)|Vomiting (disorder),1308368,71419002|18846006|196746003|422400008,
-1,Ceftriaxone: Ceftriaxone,Infusion site pain: Injection site pain (disorder),1777806,95388000,
-1,Mebeverine: mebeverine,Dyspnoea: Dyspnea (finding)|Labored breathing (finding)|Difficulty breathing (finding),19008994,267036007|248549001|230145002,
-1,Ramipril: Ramipril,"Thirst: Thirst, function (observable entity)|Excessive thirst (finding)|Increased thirst (finding)",1334456,59299002|17173007|249477003,
-1,Paliperidone: paliperidone,Epilepsy: Epilepsy (disorder)|Refractory epilepsy (disorder)|Symptomatic generalized epilepsy (disorder)|Epileptic seizure (finding),703244,84757009|445355009|71831005|313307000,
-1,Linezolid: linezolid,Tinnitus: Tinnitus (finding),1736887,60862001,
-1,Telbivudine: telbivudine,Fatigue: Tired (finding)|Asthenia (finding)|Chronic fatigue syndrome (disorder)|Fatigue (finding)|Tired all the time (finding)|Exhaustion (finding),1758392,224960004|13791008|52702003|84229001|267032009|60119000,
-1,Bisoprolol: Bisoprolol,Swollen tongue: Tongue swelling (finding),1338005,421262002,
-1,Gliclazide: Gliclazide,Oedema: Edema (finding)|Pitting edema (finding),19059796,267038008|284521000,
-1,Disulfiram: Disulfiram,Anxiety: Chronic anxiety (finding)|Anxiety attack (finding)|Worried (finding)|Anxiety state (finding)|Anxiety (finding),735850,191708009|300895004|79015004|198288003|48694002,
-1,Desloratadine: desloratadine,Balance disorder: Loss of equilibrium (finding)|Impairment of balance (finding)|Unsteadiness present (finding)|Difficulty balancing (finding),1103006,89419008|387603000|267084003|282302006,
-1,Levonorgestrel: Levonorgestrel,Rosacea: Rosacea (disorder),1589505,398909004,
-1,Aceclofenac: aceclofenac,Swelling face: Facial swelling (finding),19029393,278528006,
-1,Levocetirizine: levocetirizine,Lip swelling: Lip swelling (finding),1136422,699376002,
-1,Ceftriaxone: Ceftriaxone,Status epilepticus: Status epilepticus (disorder),1777806,230456007,
-1,Methylprednisolone: Methylprednisolone,Productive cough: Does expectorate (finding)|Sputum - symptom (finding)|Sputum finding (finding)|Productive cough (finding),1506270,289119003|248596009|248595008|28743005,
-1,Propranolol: Propranolol,Restlessness: Restlessness (finding),1353766,162221009,
-1,Iron: Iron,Petechiae: Petechiae (finding)|Petechiae of skin (disorder),1360067,271813007|423716004,
-1,Hydrocortisone: Hydrocortisone,Rash pruritic: Pruritic rash (disorder),975125,64144002,
-1,Escitalopram: Escitalopram,Joint stiffness: Joint stiffness (finding),715939,84445001,
-1,Metronidazole: Metronidazole,Gastroenteritis: Gastroenteritis (disorder)|Acute gastroenteritis (disorder),1707164,25374005|69776003,
-1,Albendazole: Albendazole,Somnolence: Drowsy (finding)|Not easily wakened from sleep (finding)|Daytime somnolence (finding)|Feeling intoxicated (finding),1753745,271782001|733504007|141000119100|102897001,
-1,Carbamazepine: Carbamazepine,Muscle rigidity: Muscle rigidity (finding),740275,16046003,
-1,Montelukast: montelukast,Eye irritation: Burning sensation in eye (finding)|Sensation of irritation of eye proper (finding),1154161,2070002|705083008,
-1,Cetirizine: Cetirizine,Dermatitis allergic: Atopic dermatitis (disorder)|Cutaneous hypersensitivity (disorder),1149196,24079001|21626009,
-1,Tamsulosin: tamsulosin,Hypoacusis: Decreased hearing (finding)|Hearing loss (disorder),924566,103276001|15188001,
-1,Methylphenidate: Methylphenidate,Head discomfort: Headache (finding),705944,25064002,
-1,Yellow fever vaccine: Yellow Fever Vaccine,Herpes zoster: Herpes zoster (disorder),559532,4740000,
-1,Mirtazapine: Mirtazapine,Cold sweat: Cold sweat (finding)|Clammy skin (finding),725131,83547004|102598000,
-1,Ethambutol: Ethambutol,Photophobia: Photophobia (finding)|Eyes sensitive to light (finding),1749301,409668002|246622003,
-1,Hydrocortisone: Hydrocortisone,Ocular hyperaemia: Hyperemia of eye (finding)|Red eye (disorder)|Bilateral red eyes (disorder),975125,781682005|75705005|12241791000119109,
-1,Tamsulosin: tamsulosin,Skin exfoliation: Scaly skin (finding)|Peeling of skin (finding),924566,271761007|271767006,
-1,Irinotecan: irinotecan,Skin reaction: Skin reaction (observable entity)|Finding of skin reaction (finding),1367268,251348006|366667001,
-1,Miconazole: Miconazole,Swollen tongue: Tongue swelling (finding),907879,421262002,
-1,Gliclazide: Gliclazide,Peripheral swelling: Swelling of lower limb (finding)|Swelling of upper limb (finding)|Swelling of hand (finding)|Swelling of bilateral feet (finding)|Swelling of finger (finding)|Swelling of limb (finding)|Peripheral edema (disorder),19059796,449614009|449618007|299037003|762917000|299060006|80068009|271809000,
